Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1968","1968","kg/ha","625","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1968","1968","t","25000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1969","1969","kg/ha","625","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1969","1969","t","25000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1970","1970","kg/ha","625","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1970","1970","t","25000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1971","1971","kg/ha","625","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1971","1971","t","25000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1972","1972","kg/ha","625","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1972","1972","t","25000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1973","1973","kg/ha","625","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1973","1973","t","25000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1974","1974","kg/ha","625","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1974","1974","t","25000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1975","1975","kg/ha","625","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1975","1975","t","25000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1976","1976","kg/ha","625","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1976","1976","t","25000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1977","1977","kg/ha","625","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1977","1977","t","25000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1978","1978","kg/ha","625","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1978","1978","t","25000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1979","1979","kg/ha","625","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1979","1979","t","25000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1980","1980","kg/ha","625","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1980","1980","t","25000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1981","1981","kg/ha","625","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1981","1981","t","25000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1982","1982","kg/ha","625","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1982","1982","t","25000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1983","1983","kg/ha","625","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1983","1983","t","25000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1984","1984","kg/ha","625","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1984","1984","t","25000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1985","1985","kg/ha","625","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1985","1985","t","25000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1986","1986","kg/ha","625","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1986","1986","t","25000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1987","1987","kg/ha","625","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1987","1987","t","25000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1988","1988","kg/ha","625","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1988","1988","t","25000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1989","1989","kg/ha","625","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1989","1989","t","25000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1990","1990","kg/ha","600","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1990","1990","t","30000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1991","1991","kg/ha","600","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1991","1991","t","45000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1992","1992","kg/ha","611.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1992","1992","t","55000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1993","1993","kg/ha","625","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1993","1993","t","75000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1994","1994","kg/ha","629.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1994","1994","t","85000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1995","1995","kg/ha","612.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1995","1995","t","95000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1996","1996","kg/ha","628.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1996","1996","t","110000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1997","1997","kg/ha","514.4","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1997","1997","t","125000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1998","1998","kg/ha","625","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1998","1998","t","152000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","1999","1999","kg/ha","1752.1","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","1999","1999","t","417000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","2000","2000","kg/ha","1799.2","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","2000","2000","t","466000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","2001","2001","kg/ha","1830.2","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","2001","2001","t","485000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","2002","2002","kg/ha","1882.8","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01372","Cashew nuts, in shell","2002","2002","t","514000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01372","Cashew nuts, in shell","2003","2003","kg/ha","1891.7","A","Official figure",""
